,,,Date,,,Age group,,,Incidence,,Confidence Interval,,,,,,,,,,,,,,,,
Priyanka,Belgium,Belgium,1989,1989,M+F,0,14,17,10.91,,,,#DIV/0!,,2.6,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,1990,1990,M+F,0,14,14,8.72,,,,#DIV/0!,,2.34,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,1991,1991,M+F,0,14,15,9.47,,,,#DIV/0!,,2.39,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,1992,1992,M+F,0,14,18,11.02,,,,#DIV/0!,,2.59,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,1993,1993,M+F,0,14,23,14.12,,,,#DIV/0!,,2.9,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,1994,1994,M+F,0,14,27,16.38,,,,#DIV/0!,,3.13,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,1995,1995,M+F,0,14,22,13.3,,,,#DIV/0!,,2.83,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,1996,1996,M+F,0,14,17,10.26,,,,#DIV/0!,,2.51,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,1997,1997,M+F,0,14,22,13.58,,,,#DIV/0!,,2.87,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,1998,1998,M+F,0,14,19,11.74,,,,#DIV/0!,,2.68,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,1999,1999,M+F,0,14,18,11.13,,,,#DIV/0!,,2.62,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2000,2000,M+F,0,14,25,15.34,,,,#DIV/0!,,3.1,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2001,2001,M+F,0,14,38,23.55,,,,#DIV/0!,,3.84,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2002,2002,M+F,0,14,34,21.07,,,,#DIV/0!,,3.64,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2003,2003,M+F,0,14,18,11,,,,#DIV/0!,,2.65,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2004,2004,M+F,0,14,28,17.3,,,,#DIV/0!,,3.3,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2005,2005,M+F,0,14,22,13.58,,,,#DIV/0!,,2.92,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2006,2006,M+F,0,14,25,15.37,,,,#DIV/0!,,3.11,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2007,2007,M+F,0,14,26,15.98,,,,#DIV/0!,,3.17,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2008,2008,M+F,0,14,31,19.44,,,,#DIV/0!,,3.44,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2009,2009,M+F,0,14,30,18.37,,,,#DIV/0!,,3.35,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2010,2010,M+F,0,14,33,20.05,,,,#DIV/0!,,3.46,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2011,2011,M+F,0,14,35,21.05,,,,#DIV/0!,,3.49,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2012,2012,M+F,0,14,26,15.46,,,,#DIV/0!,,2.95,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Belgium,Belgium,2013,2013,M+F,0,14,27,15.55,,,,#DIV/0!,,2.97,Patterson (2019) Excel data,,Current values in T1D Index,,,,,,,,,
Priyanka,Japan,Japan,2005,2010,M,0,5,,1.31,,1.16,1.47,27%,,,Onda 2017,,,,,,,,,,,
Priyanka,Japan,Japan,2005,2010,M,5,9,,1.7,,1.5,1.9,27%,,,Onda 2018,,,,,,,,,,,
Priyanka,Japan,Japan,2005,2010,M,10,14,,2.7,,2.51,2.9,16%,,,Onda 2019,,,,,,,,,,,
Priyanka,Japan,Japan,2005,2010,F,0,5,,1.6,,1.35,1.84,36%,,,Onda 2020,,,,,,,,,,,
Priyanka,Japan,Japan,2005,2010,F,5,9,,2.78,,2.42,3.15,30%,,,Onda 2021,,,,,,,,,,,
Priyanka,Japan,Japan,2005,2010,F,10,14,,3.17,,2.77,3.56,29%,,,Onda 2022,,,,,,,,,,,
Priyanka,Japan,Japan,2005,2010,M+F,0,5,,1.48,,1.29,1.66,29%,,,Onda 2023,,,,,,,,,,,
Priyanka,Japan,Japan,2005,2010,M+F,5,9,,2.27,,2.08,2.47,19%,,,Onda 2024,,,,,,,,,,,
Priyanka,Japan,Japan,2005,2010,M+F,10,14,,3,,2.74,3.25,19%,,,Onda 2025,,,,,,,,,,,
DJ,Saudi Arabia,Saudi Arabia,2004,2009,M,0,4,,13.9,,10.3,18.3,78%,,,"High incidence of childhood type 1 diabetes in Al-Madinah, North West Saudi Arabia (2004–2009)",,,,,,,,,,,
DJ,Saudi Arabia,Saudi Arabia,2004,2009,M,5,9,,26.5,,21.1,32.8,55%,,,"High incidence of childhood type 1 diabetes in Al-Madinah, North West Saudi Arabia (2004–2009)",,,,,,,,,,,
DJ,Saudi Arabia,Saudi Arabia,2004,2009,M,10,12,,34.1,,25.1,45.3,80%,,,"High incidence of childhood type 1 diabetes in Al-Madinah, North West Saudi Arabia (2004–2009)",,,,,,,,,,,
DJ,Saudi Arabia,Saudi Arabia,2004,2009,F,0,4,,20.4,,15.9,25.6,61%,,,"High incidence of childhood type 1 diabetes in Al-Madinah, North West Saudi Arabia (2004–2009)",,,,,,,,,,,
DJ,Saudi Arabia,Saudi Arabia,2004,2009,F,5,9,,35.6,,29.1,43.2,48%,,,"High incidence of childhood type 1 diabetes in Al-Madinah, North West Saudi Arabia (2004–2009)",,,,,,,,,,,
DJ,Saudi Arabia,Saudi Arabia,2004,2009,F,10,12,,57.7,,46.2,71.3,54%,,,"High incidence of childhood type 1 diabetes in Al-Madinah, North West Saudi Arabia (2004–2009)",,,,,,,,,,,
DJ,Rwanda,Rwanda,2007,2011,M+F,1,4.9,,0.19,,0.06,1.8,2900%,,,"Prevalence and incidence of clinically recognized cases of Type 1 diabetes in children and adolescents in Rwanda, Africa",,,,,,,,,,,
DJ,Rwanda,Rwanda,2007,2011,M+F,5,9.9,,0.84,,0.2,2.8,1300%,,,"Prevalence and incidence of clinically recognized cases of Type 1 diabetes in children and adolescents in Rwanda, Africa",,,,,,,,,,,
DJ,Rwanda,Rwanda,2007,2011,M+F,10,14.9,,2.6,,1,5.3,430%,,,"Prevalence and incidence of clinically recognized cases of Type 1 diabetes in children and adolescents in Rwanda, Africa",,,,,,,,,,,
DJ,Rwanda,Rwanda,2007,2011,M+F,15,19.9,,6.2,,3.4,9.7,185%,,,"Prevalence and incidence of clinically recognized cases of Type 1 diabetes in children and adolescents in Rwanda, Africa",,,,,,,,,,,
DJ,Spain; Principado de Asturias,Spain,2002,2011,M,0,4,19,9.58,,6.64,13.39,102%,,,Gonzalez (2018),,,,,,,,,,,
DJ,Spain; Principado de Asturias,Spain,2002,2011,M,5,9,15,19.92,,13.95,27.58,98%,,,Gonzalez (2018),,,,,,,,,,,
DJ,Spain; Principado de Asturias,Spain,2002,2011,M,10,14,41,21.18,,15.2,28.73,89%,,,Gonzalez (2018),,,,,,,,,,,
DJ,Spain; Principado de Asturias,Spain,2002,2011,F,0,4,15,8.7,,4.87,14.35,195%,,,Gonzalez (2018),,,,,,,,,,,
DJ,Spain; Principado de Asturias,Spain,2002,2011,F,5,9,28,16.47,,10.95,23.81,117%,,,Gonzalez (2018),,,,,,,,,,,
DJ,Spain; Principado de Asturias,Spain,2002,2011,F,10,14,30,16.27,,10.97,23.22,112%,,,Gonzalez (2018),,,,,,,,,,,
DJ,Spain; Islas Canarias,Spain,2006,2018,M+F,0,14,,30.5,,27.7,33.4,21%,,,Novoa (2020),,"""Data for DJ"" Google Drive folder references Novoa (2012). However, I could only find Novoa (2020) but it looks like the correct study.",,,,,,,,,
DJ,Spain; Catalonia,Spain,2009,2013,M+F,0,14,,16.1,,15.1,17.1,13%,,0.5,Patterson (2019),,Only the standard error was listed in the paper;  I calculated confidence interval from the given standard error (95% confidence interval is 3.92 x SE wide),,,,,,,,,
DJ,Spain; Extremadura,Spain,2003,2007,M,0,4,20,15.3,,9.3,23.4,152%,,,Benitez (2014),,,,,,,,,,,
DJ,Spain; Extremadura,Spain,2003,2007,M,5,9,36,26.9,,16.5,36.4,121%,,,Benitez (2014),,,,,,,,,,,
DJ,Spain; Extremadura,Spain,2003,2007,M,10,14,48,31.3,,22.3,37.4,68%,,,Benitez (2014),,,,,,,,,,,
DJ,Spain; Extremadura,Spain,2003,2007,F,0,4,28,21.9,,10,38.9,289%,,,Benitez (2014),,,,,,,,,,,
DJ,Spain; Extremadura,Spain,2003,2007,F,5,9,30,23.5,,12.2,33.8,177%,,,Benitez (2014),,,,,,,,,,,
DJ,Spain; Extremadura,Spain,2003,2007,F,10,14,46,32.3,,22.9,37.3,63%,,,Benitez (2014),,,,,,,,,,,
DJ,Spain; Comunidad Foral de Navarra,Spain,2009,2016,M,0,4,,14.3,,8.7,22.1,154%,,,Forga (2018),,,,,,,,,,,
DJ,Spain; Comunidad Foral de Navarra,Spain,2009,2016,M,5,9,,23.1,,15.8,32.6,106%,,,Forga (2018),,,,,,,,,,,
DJ,Spain; Comunidad Foral de Navarra,Spain,2009,2016,M,10,14,,37.2,,27.4,49.3,80%,,,Forga (2018),,,,,,,,,,,
DJ,Spain; Comunidad Foral de Navarra,Spain,2009,2016,F,0,4,,14.4,,8.6,22.5,162%,,,Forga (2018),,,,,,,,,,,
DJ,Spain; Comunidad Foral de Navarra,Spain,2009,2016,F,5,9,,21.1,,14,30.6,119%,,,Forga (2018),,,,,,,,,,,
DJ,Spain; Comunidad Foral de Navarra,Spain,2009,2016,F,10,14,,19.4,,12.4,29,134%,,,Forga (2018),,,,,,,,,,,
DJ,Spain; Pais Vasco,Spain,1990,2013,M,0,4,27,4.7,,3,6.5,117%,,,Ramos (2016),,,,,,,,,,,
DJ,Spain; Pais Vasco,Spain,1990,2013,M,5,9,81,13.7,,10.7,16.7,56%,,,Ramos (2016),,,,,,,,,,,
DJ,Spain; Pais Vasco,Spain,1990,2013,M,10,14,91,13.5,,10.7,16.2,51%,,,Ramos (2016),,,,,,,,,,,
DJ,Spain; Pais Vasco,Spain,1990,2013,F,0,4,30,5.5,,3.6,7.5,108%,,,Ramos (2016),,,,,,,,,,,
DJ,Spain; Pais Vasco,Spain,1990,2013,F,5,9,87,15.5,,12.3,18.8,53%,,,Ramos (2016),,,,,,,,,,,
DJ,Spain; Pais Vasco,Spain,1990,2013,F,10,14,83,13,,12.2,15.8,30%,,,Ramos (2016),,,,,,,,,,,
DJ,Singapore,Singapore,1992,1992,M+F,0,12,,1.4,,0,0,#DIV/0!,,,Lee (1998),,"It looks like the data gathered for your study was seperated by age and sex. However, CI are only available for grouped data M+F, 0-12.",,,,,,,,,
DJ,Singapore,Singapore,1993,1993,M+F,0,12,,2.4,,1.4,3.4,143%,,,Lee (1998),,,,,,,,,,,
DJ,Singapore,Singapore,1994,1994,M+F,0,12,,3.7,,3.3,4.3,30%,,,Lee (1998),,,,,,,,,,,
DJ,Singapore,Singapore,1992,1994,M+F,0,12,,2.46,,2.16,2.75,27%,,,Lee (1998),,,,,,,,,,,
IC,Dominica,NO MATCH,1990,1993,M+F,0,14,5,5.7,,1.53,14.65,858%,,,Karvonen (2000),,,,,,,,,,,
IC,Dominica,NO MATCH,1990,1993,M,0,14,3,6.6,,,,#DIV/0!,,,Karvonen (2000),,,,,,,,,,,
IC,Dominica,NO MATCH,1990,1993,F,0,14,2,4.9,,,,#DIV/0!,,,Karvonen (2000),,,,,,,,,,,
IC,Dominica,NO MATCH,1990,1993,M,0,4,,0,,,,#DIV/0!,,,Karvonen (2000),,,,,,,,,,,
IC,Dominica,NO MATCH,1990,1993,M,5,9,,8.2,,,,#DIV/0!,,,Karvonen (2000),,,,,,,,,,,
IC,Dominica,NO MATCH,1990,1993,M,10,14,,13.5,,,,#DIV/0!,,,Karvonen (2000),,,,,,,,,,,
IC,Dominica,NO MATCH,1990,1993,F,0,4,,0,,,,#DIV/0!,,,Karvonen (2000),,,,,,,,,,,
IC,Dominica,NO MATCH,1990,1993,F,5,9,,0,,,,#DIV/0!,,,Karvonen (2000),,,,,,,,,,,
IC,Dominica,NO MATCH,1990,1993,F,10,14,,14.6,,,,#DIV/0!,,,Karvonen (2000),,,,,,,,,,,
IC,Dominica,NO MATCH,1990,1993,M+F,0,4,,0,,,,#DIV/0!,,,Karvonen (2000),,,,,,,,,,,
IC,Dominica,NO MATCH,1990,1993,M+F,5,9,,4,,,,#DIV/0!,,,Karvonen (2000),,,,,,,,,,,
IC,Dominica,NO MATCH,1990,1993,M+F,10,14,,14.1,,,,#DIV/0!,,,Karvonen (2000),,,,,,,,,,,
IC,Dominican Republic,Dominican Republic,1995,1999,M,0,14,,0.7,,,,#DIV/0!,,,Diamond (2006),,,,,,,,,,,
IC,Dominican Republic,Dominican Republic,1995,1999,F,0,14,,0.3,,,,#DIV/0!,,,Diamond (2006),,,,,,,,,,,
IC,Dominican Republic,Dominican Republic,1995,1999,M+F,0,14,,0.5,,0.4,0.7,75%,,,Diamond (2006),,,,,,,,,,,
IC,Dominican Republic,Dominican Republic,1995,1999,M,0,4,,0.5,,,,#DIV/0!,,,Diamond (2006),,,,,,,,,,,
IC,Dominican Republic,Dominican Republic,1995,1999,M,5,9,,0.8,,,,#DIV/0!,,,Diamond (2006),,,,,,,,,,,
IC,Dominican Republic,Dominican Republic,1995,1999,M,10,14,,0.7,,,,#DIV/0!,,,Diamond (2006),,,,,,,,,,,
IC,Dominican Republic,Dominican Republic,1995,1999,F,0,4,,0.5,,,,#DIV/0!,,,Diamond (2006),,,,,,,,,,,
IC,Dominican Republic,Dominican Republic,1995,1999,F,5,9,,0.2,,,,#DIV/0!,,,Diamond (2006),,,,,,,,,,,
IC,Dominican Republic,Dominican Republic,1995,1999,F,10,14,,0.3,,,,#DIV/0!,,,Diamond (2006),,,,,,,,,,,
IC,"Egypt, Nile Delta",Egypt,2011,2011,M+F,0,18,189,3.1,,,,#DIV/0!,,,El-Ziny (2014),,"Paper not in google drive, found through search",,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M,0,4,18,6.4,,3.8,10.1,166%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M,5,9,28,10.1,,6.7,14.6,118%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M,10,14,59,21.9,,16.7,28.3,69%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M,15,19,115,56.7,,46.8,68,45%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M,20,24,88,55,,44.1,68,54%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M,0,14,105,12.7,,10.4,15.4,48%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M,0,24,308,25.9,,23.1,28.9,25%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,F,0,4,11,4.1,,2,7.3,265%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,F,5,9,28,10.6,,7,15.2,117%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,F,10,14,42,16.1,,11.6,21.7,87%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,F,15,19,85,43.6,,34.8,53.9,55%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,F,20,24,58,37.2,,28.2,48,70%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,F,0,14,81,10.2,,8.1,12.7,57%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,F,0,24,224,19.5,,17.1,22.2,30%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M+F,0,4,29,5.3,,3.5,7.6,117%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M+F,5,9,56,10.3,,7.8,13.4,72%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M+F,10,14,101,19,,15.5,23.1,49%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M+F,15,19,200,50.2,,43.5,57.5,32%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M+F,20,24,146,46.2,,39,54.3,39%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M+F,0,14,186,11.5,,9.9,13.2,33%,,,Mehbratu (2021),,,,,,,,,,,
IC,Eritrea,Eritrea,2019,2019,M+F,0,24,532,22.8,,20.9,24.8,19%,,,Mehbratu (2021),,,,,,,,,,,
IC,Estonia,Estonia,1999,2006,M+F,0,14,310,17.2,,13.1,21.2,62%,,,Teeaar (2010),,,,,,,,,,,
IC,Estonia,Estonia,1999,2006,M,0,14,162,17.5,,11.8,23.3,97%,,,Teeaar (2010),,,,,,,,,,,
IC,Estonia,Estonia,1999,2006,F,0,14,148,16.8,,11,22.5,105%,,,Teeaar (2010),,,,,,,,,,,
IC,Estonia,Estonia,1999,2006,M+F,0,4,,15.7,,12.6,19.5,55%,,,Teeaar (2010),,,,,,,,,,,
IC,Estonia,Estonia,1999,2006,M+F,5,9,,21.2,,17.7,25.3,43%,,,Teeaar (2010),,,,,,,,,,,
IC,Estonia,Estonia,1999,2006,M+F,10,14,,14.5,,12,17.4,45%,,,Teeaar (2010),,,,,,,,,,,
IC,"Ethiopia, Gondar, Jimma",Ethiopia,1995,2008,M,0,4,,0.1,,,,#DIV/0!,,,Alemu (2009),,"Paper not in google drive, found through search",,,,,,,,,
IC,"Ethiopia, Gondar, Jimma",Ethiopia,1995,2008,M,5,9,,0.2,,,,#DIV/0!,,,Alemu (2009),,,,,,,,,,,
IC,"Ethiopia, Gondar, Jimma",Ethiopia,1995,2008,M,10,14,,0.7,,,,#DIV/0!,,,Alemu (2009),,,,,,,,,,,
IC,"Ethiopia, Gondar, Jimma",Ethiopia,1995,2008,M,15,19,,5.3,,,,#DIV/0!,,,Alemu (2009),,,,,,,,,,,
IC,"Ethiopia, Gondar, Jimma",Ethiopia,1995,2008,F,0,4,,0.1,,,,#DIV/0!,,,Alemu (2009),,,,,,,,,,,
IC,"Ethiopia, Gondar, Jimma",Ethiopia,1995,2008,F,5,9,,0.2,,,,#DIV/0!,,,Alemu (2009),,,,,,,,,,,
IC,"Ethiopia, Gondar, Jimma",Ethiopia,1995,2008,F,10,14,,0.6,,,,#DIV/0!,,,Alemu (2009),,,,,,,,,,,
IC,"Ethiopia, Gondar, Jimma",Ethiopia,1995,2008,F,15,19,,2.6,,,,#DIV/0!,,,Alemu (2009),,,,,,,,,,,
IC,"Ethiopia, Gondar, Jimma",Ethiopia,1995,2008,M,0,14,,0.3,,,,#DIV/0!,,,Alemu (2009),,,,,,,,,,,
IC,"Ethiopia, Gondar, Jimma",Ethiopia,1995,2008,F,0,14,,0.3,,,,#DIV/0!,,,Alemu (2009),,,,,,,,,,,
IC,"Ethiopia, Gondar, Jimma",Ethiopia,1995,2008,M+F,0,14,,0.3,,,,#DIV/0!,,,Alemu (2009),,,,,,,,,,,
IC,Fiji,Fiji,2001,2012,M+F,0,14,28,0.93,,,,#DIV/0!,,,Ogle (2006),,,,,,,,,,,
IC,Finland,Finland,2015,2018,M,0,14,,57.7,0.91,54.3,61.3,13%,,,Parviainen (2000),,,,,,,,,,,
IC,Finland,Finland,2015,2018,F,0,14,,46.3,0.89,43.2,49.7,15%,,,Parviainen (2000),,,,,,,,,,,
IC,Finland,Finland,2015,2018,M+F,0,14,,52.2,0.9,49.8,54.6,10%,,,Parviainen (2000),,,,,,,,,,,
IC,Finland,Finland,2015,2018,M,0,4,,39,0.73,34.1,44.4,30%,,,Parviainen (2000),,,,,,,,,,,
IC,Finland,Finland,2015,2018,F,0,4,,39.6,0.82,34.5,45.2,31%,,,Parviainen (2000),,,,,,,,,,,
IC,Finland,Finland,2015,2018,M+F,0,4,,39.3,0.77,35.7,43.1,21%,,,Parviainen (2000),,,,,,,,,,,
IC,Finland,Finland,2015,2018,M,5,9,,65.1,0.89,58.9,71.7,22%,,,Parviainen (2000),,,,,,,,,,,
IC,Finland,Finland,2015,2018,F,5,9,,51.8,0.82,46.2,57.9,25%,,,Parviainen (2000),,,,,,,,,,,
IC,Finland,Finland,2015,2018,M+F,5,9,,58.6,0.86,54.4,63,16%,,,Parviainen (2000),,,,,,,,,,,
IC,Finland,Finland,2015,2018,M,10,14,,67.7,1.07,61.4,74.6,21%,,,Parviainen (2000),,,,,,,,,,,
IC,Finland,Finland,2015,2018,F,10,14,,47.1,1.05,41.7,53,27%,,,Parviainen (2000),,,,,,,,,,,
IC,Finland,Finland,2015,2018,M+F,10,14,,57.6,1.06,53.4,62.1,16%,,,Parviainen (2000),,,,,,,,,,,
IC,France,France,2015,2015,M+F,0,14,2286,19.1,,18.3,19.9,9%,,,Piffaretti (2019),,,,,,,,,,,
IC,France,France,2015,2015,M,0,14,,19.6,,18.5,20.7,12%,,,,,,,,,,,,,,
IC,France,France,2015,2015,F,0,14,,18.7,,17.5,19.8,13%,,,,,,,,,,,,,,
IC,France,France,2015,2015,M+F,0,4,,14.2,,12.9,15.4,19%,,,,,,,,,,,,,,
IC,France,France,2015,2015,M+F,5,9,,19.4,,18.1,20.8,15%,,,,,,,,,,,,,,
IC,France,France,2015,2015,M+F,10,14,,23.1,,21.7,24.6,13%,,,,,,,,,,,,,,
IC,France,France,2015,2015,M,0,4,,14.5,,12.8,16.2,27%,,,,,,,,,,,,,,
IC,France,France,2015,2015,M,5,9,,20.2,,18.3,22.1,21%,,,,,,,,,,,,,,
IC,France,France,2015,2015,M,10,14,,23.4,,21.4,25.5,19%,,,,,,,,,,,,,,
IC,France,France,2015,2015,F,0,4,,13.8,,12.1,15.5,28%,,,,,,,,,,,,,,
IC,France,France,2015,2015,F,5,9,,18.7,,16.8,20.5,22%,,,,,,,,,,,,,,
IC,France,France,2015,2015,F,10,14,,22.8,,20.8,24.9,20%,,,,,,,,,,,,,,
IC,Gabon,Gabon,"Need to ask for pdf, Pambou Damiens 2020 paper could not be found in drive or online",,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Georgia,Georgia,Amirkhanashvili (2000) does not have the table with incidence rates mentioned in comments,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
IC,"Germany, Baden-Württemberg",Germany,2009,2013,M,0,4,,18,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germany, Baden-Württemberg",Germany,2009,2013,M,5,9,,26.1,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germany, Baden-Württemberg",Germany,2009,2013,M,10,14,,31.8,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germany, Baden-Württemberg",Germany,2009,2013,F,0,4,,16.7,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germany, Baden-Württemberg",Germany,2009,2013,F,5,9,,25,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germany, Baden-Württemberg",Germany,2009,2013,F,10,14,,21.2,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germany, North Rhine-Westphalia",Germany,2009,2013,M,0,4,,19.4,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germany, North Rhine-Westphalia",Germany,2009,2013,M,5,9,,30.1,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germany, North Rhine-Westphalia",Germany,2009,2013,M,10,14,,34.1,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germany, North Rhine-Westphalia",Germany,2009,2013,F,0,4,,17.5,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germany, North Rhine-Westphalia",Germany,2009,2013,F,5,9,,32.4,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germany, North Rhine-Westphalia",Germany,2009,2013,F,10,14,,27.9,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germanty, Saxony",Germany,2009,2013,M,0,4,,17.1,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germanty, Saxony",Germany,2009,2013,M,5,9,,23,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germanty, Saxony",Germany,2009,2013,M,10,14,,34.7,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germanty, Saxony",Germany,2009,2013,F,0,4,,13.9,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germanty, Saxony",Germany,2009,2013,F,5,9,,26.1,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Germanty, Saxony",Germany,2009,2013,F,10,14,,21.8,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
IC,"Greece, Crete",Greece,2012,2016,M+F,0,14,83,15.8,,7.7,18.9,145%,,,Mamoulakis (2018),,,,,,,,,,,
IC,"Greece, Crete",Greece,2012,2016,M,0,14,44,16.5,,12,22.1,84%,,,Mamoulakis (2018),,,,,,,,,,,
IC,"Greece, Crete",Greece,2012,2016,F,0,14,39,15.1,,10.9,20.5,88%,,,Mamoulakis (2018),,,,,,,,,,,
IC,"Greece, Crete",Greece,2012,2016,M+F,0,4,16,9.1,,5.2,14.9,187%,,,Mamoulakis (2018),,,,,,,,,,,
IC,"Greece, Crete",Greece,2012,2016,M+F,5,9,33,18.6,,12.8,26.1,104%,,,Mamoulakis (2018),,,,,,,,,,,
IC,"Greece, Crete",Greece,2012,2016,M+F,10,14,34,19.8,,13.7,27.7,102%,,,Mamoulakis (2018),,,,,,,,,,,
IC,"Greece, Crete",Greece,1992,1996,M+F,0,14,39,7.2,,5.1,9.9,94%,,,Mamoulakis (2018),,,,,,,,,,,
IC,"Greece, Crete",Greece,1992,1996,M,0,14,23,8.3,,5.3,12.5,136%,,,Mamoulakis (2018),,,,,,,,,,,
IC,"Greece, Crete",Greece,1992,1996,F,0,14,16,6.1,,3.5,9.8,180%,,,Mamoulakis (2018),,,,,,,,,,,
IC,"Greece, Crete",Greece,1992,1996,M+F,0,4,7,4.5,,1.8,9.2,411%,,,Mamoulakis (2018),,,,,,,,,,,
IC,"Greece, Crete",Greece,1992,1996,M+F,5,9,12,6.8,,3.5,11.9,240%,,,Mamoulakis (2018),,,,,,,,,,,
IC,"Greece, Crete",Greece,1992,1996,M+F,10,14,20,9.6,,3.8,14.9,292%,,,Mamoulakis (2018),,,,,,,,,,,
