source,resp_id,elect_part,country_wk,region_wk,inst_name,inst_role,inst_role_other,med_age_diag_center,med_age_diag_center_src,med_age_diag_reg,med_age_diag_reg_src,inst_hba1c_avg,inst_hba1c_max,inst_hba1c_src,reg_hba1c_avg,reg_hba1c_max,reg_hba1c_src,inst_dka_diag_rate,inst_dka_diag_src,reg_dka_diag_rate,reg_dka_diag_src,od_2010_rate,od_2010_src,od_2000_2010_rate,od_2000_2010_src,od_pre_2000_rate,od_pre_2000_src,inst_treat_2xhi,reg_treat_2xhi,inst_treat_2_shortlong,reg_treat_2_shortlong,inst_treat_3plus_shortlong,reg_treat_3plus_shortlong,inst_treat_3_analog,reg_treat_3_analog,inst_treat_pump,reg_treat_pump,inst_treat_pump_suspend,reg_treat_pump_suspend,inst_treat_pump_cloop,reg_treat_pump_cloop,treat_other,inst_measure_clinic,reg_measure_clinic,inst_measure_fewdays,reg_measure_fewdays,inst_measure_1_2_strips_day,reg_measure_1_2_strips_day,inst_measure_3_4_strips_day,reg_measure_3_4_strips_day,inst_measure_5_more_strips_day,reg_measure_5_more_strips_day,inst_measure_flash_glucose,reg_measure_flash_glucose,inst_measure_continuous,reg_measure_continuous,inst_measure_continuous_cloop,reg_measure_continuous_cloop,measure_other,inst_educ_doctor,reg_educ_doctor,inst_educ_nurse,reg_educ_nurse,inst_educ_other_in_person,reg_educ_other_in_person,inst_educ_camp_wshops,reg_educ_camp_wshops,inst_educ_peer_mentor,reg_educ_peer_mentor,inst_educ_printed_materials_local,reg_educ_printed_materials_local,inst_educ_printed_materials_foreign,reg_educ_printed_materials_foreign,inst_educ_online_local,reg_educ_online_local,inst_educ_online_foreign,reg_educ_online_foreign,educ_other,cost_currency,cost_insulin,cost_consumables,cost_devices,cost_med_appts,cost_insurance,cost_other,cost_not_afford_pc,followup_share,followup_results,followup_review,followup_review_country,followup_ispad,followup_plan,followup_other,inst_support_nurse_educ,reg_support_nurse_educ,inst_support_psych,reg_support_psych,inst_support_social_worker,reg_support_social_worker,inst_support_dietician,reg_support_dietician,inst_support_comm_health_wkr,reg_support_comm_health_wkr,support_other,inst_prof_test_hba1c,reg_prof_test_hba1c,inst_prof_test_weight,reg_prof_test_weight,inst_prof_test_height,reg_prof_test_height,inst_prof_test_bp,reg_prof_test_bp,inst_prof_test_retina,reg_prof_test_retina,inst_prof_test_ualb,reg_prof_test_ualb,inst_prof_test_lipids,reg_prof_test_lipids,world_bank_name,united_nations_name,iso3c,world_bank_classification,jdrf_region_name,jdrf_broad_region_name,loc_id,income_group
online,11957928302,Yes! I'd like to complete the survey now (est. 10 minutes),France,"ile de france, Paris",Necker Sick Children hospital,Paediatric endocrinologist,NA,NA,NA,7,Registry data,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,40-50%,Registry data,40-50%,Registry data,0%,Registry data,0%,Registry data,0%,Registry data,10%,10%,0%,0%,0%,0%,50%,50%,50%,40%,10%,10%,0%,0%,NA,0%,0%,0%,0%,10%,10%,60%,70%,30%,20%,80%,70%,10%,10%,0%,0%,NA,At your institution,In your region,At your institution,In your region,NA,NA,NA,NA,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,NA,NA,NA,NA,euros,NA,NA,NA,NA,NA,NA,1,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,NA,NA,At your institution,In your region,At your institution,NA,At your institution,NA,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Less often,Annually,Less often,Annually,Less often,Less often,Less often,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,11957495406,Yes! I'd like to complete the survey now (est. 10 minutes),Russia,Moscow,Moscow HealthCare Department Morozovskaya City Clinical Children Hospital,Paediatric endocrinologist,NA,NA,NA,7,Clinical records,7.0-7.9% (53.0-63.8 mmol/mol),11.0-11.9% (96.7-107.6 mmol/mol),NA,7.0-7.9% (53.0-63.8 mmol/mol),< 7.0% (< 53.0 mmol/mol),NA,30-40%,Clinical records,50-60%,Clinical records,0%,Clinical records,0%,Clinical records,0-10%,Clinical records,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Russian Federation,Russian Federation,RUS,UMIC,Eastern Europe,Europe,643,Middle income
online,11957138749,Yes! I'd like to complete the survey now (est. 10 minutes),France,Maine et Loire,University Hospital of Angers,Paediatric endocrinologist,NA,NA,NA,10,Personal estimate,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,0%,NA,NA,NA,20%,NA,80%,NA,0%,NA,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10%,NA,70%,NA,10%,NA,10%,NA,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seeing survey results,NA,NA,Becoming an ISPAD member,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Every two years,NA,Annually,NA,Every two years,NA,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,11957119968,Yes! I'd like to complete the survey now (est. 10 minutes),China,Fujian province,Fujian Medical University Union Hospital,Paediatric endocrinologist,NA,NA,NA,10,Personal estimate,9.0-9.9% (74.9-85.7 mmol/mol),NA,NA,Unknown,NA,NA,50-60%,Personal estimate,70-80%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,10-20%,Personal estimate,10%,10%,0%,0%,10%,10%,80%,70%,20%,30%,0%,0%,0%,0%,NA,0%,0%,20%,20%,10%,10%,10%,10%,10%,10%,10%,10%,40%,40%,0%,0%,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,In your region,NA,NA,At your institution,In your region,NA,NA,NA,In your region,NA,NA,NA,RMB,5000,5000,10000,300,5000,NA,NA,NA,Seeing survey results,NA,NA,Becoming an ISPAD member,NA,NA,At your institution,In your region,NA,NA,NA,NA,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Less often,Every visit,Less often,Less often,Less often,Annually,Annually,Annually,Annually,Every visit,Less often,China,China,CHN,UMIC,East Asia,Asia-Pacific,156,Middle income
online,11956836140,Yes! I'd like to complete the survey now (est. 10 minutes),France,rhone 69,Hopital Nord Ouest,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,11956551502,Yes! I'd like to complete the survey now (est. 10 minutes),Spain,Aragón,Health Center,Paediatrician,NA,NA,NA,10,Clinical records,< 7.0% (< 53.0 mmol/mol),7.0-7.9% (53.0-63.8 mmol/mol),Clinical records,7.0-7.9% (53.0-63.8 mmol/mol),10.0-10.9% (85.8-96.6 mmol/mol),Clinical records,30-40%,Clinical records,30-40%,Clinical records,0%,NA,0%,NA,0%,NA,0%,30%,0%,20%,30%,10%,40%,10%,30%,10%,20%,10%,10%,10%,NA,0%,10%,0%,10%,10%,40%,60%,60%,80%,10%,70%,40%,20%,10%,10%,10%,NA,At your institution,NA,At your institution,In your region,NA,NA,At your institution,NA,NA,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,360 euros/year,240 euros/year,120 euros/year,0 euros,0 euros,NA,NA,100,NA,Seeing survey results,NA,NA,NA,Helping develop action plans for medical professionals,Collaboration with ISPAD,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,NA,NA,Every visit,Annually,Every visit,NA,Every visit,NA,Annually,Annually,Annually,Every two years,Annually,NA,Annually,Annually,Spain,Spain,ESP,HIC,Western Europe,Europe,724,High income
online,11956537394,Yes! I'd like to complete the survey now (est. 10 minutes),United Arab Emirates (UAE),Latifa hospital,Latifa hospital,Paediatric endocrinologist,NA,NA,NA,7,Personal estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,80-90%,Personal estimate,80-90%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,10-20%,Personal estimate,90%,90%,90%,90%,90%,90%,80%,80%,10%,10%,10%,NA,10%,NA,NA,80%,80%,100%,100%,70%,70%,50%,50%,10%,10%,40%,40%,40%,40%,0%,0%,NA,At your institution,In your region,At your institution,In your region,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,Dirhams,1000,500,500,1000,500,500,10,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),Becoming an ISPAD member,Helping develop action plans for medical professionals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Arab Emirates,United Arab Emirates,ARE,HIC,Middle East,Middle East and Africa,784,High income
online,11956523510,Yes! I'd like to complete the survey now (est. 10 minutes),Spain,"A Coruña, Galicia",Complejo Hospitalario Universitario A Coruña,Paediatric endocrinologist,NA,NA,NA,8,Registry data,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,7.0-7.9% (53.0-63.8 mmol/mol),NA,Published study,20-30%,Registry data,30-40%,Published study,0-10%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,0%,0%,0%,0%,0%,0%,60%,80%,10%,10%,10%,10%,10%,NA,NA,0%,0%,0%,0%,0%,10%,0%,NA,10%,NA,60%,NA,10%,NA,20%,NA,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,At your institution,NA,NA,27.274000000000001,NA,NA,NA,NA,NA,NA,30,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),Becoming an ISPAD member,Helping develop action plans for medical professionals,NA,At your institution,In your region,NA,NA,At your institution,NA,NA,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,Spain,Spain,ESP,HIC,Western Europe,Europe,724,High income
online,11955476461,Yes! I'd like to complete the survey now (est. 10 minutes),Algeria,algiers,clinic,Paediatric endocrinologist,NA,NA,NA,7,Clinical impression,7.0-7.9% (53.0-63.8 mmol/mol),7.0-7.9% (53.0-63.8 mmol/mol),Published study,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Clinical impression,0-10%,Published study,0-10%,Clinical impression,0%,NA,0%,NA,0%,NA,NA,NA,NA,NA,NA,NA,90%,90%,10%,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90%,80%,10%,10%,NA,NA,NA,NA,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,56,NA,Seeing survey results,NA,NA,Becoming an ISPAD member,Helping develop action plans for medical professionals,NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Every two years,NA,Less often,NA,Less often,NA,Algeria,Algeria,DZA,UMIC,North Africa,Middle East and Africa,12,Middle income
online,11955286395,Yes! I'd like to complete the survey now (est. 10 minutes),Morocco,Casablanca,Private sector,Endocrinologist,NA,NA,NA,15,Clinical impression,≥ 12% (≥ 107.7 mmol/mol),NA,NA,≥ 12% (≥ 107.7 mmol/mol),NA,NA,20-30%,Clinical impression,20-30%,Clinical impression,50-60%,Clinical impression,40-50%,Clinical impression,20-30%,Informed estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morocco,Morocco,MAR,LMIC,North Africa,Middle East and Africa,504,Lower income
online,11954362108,Yes! I'd like to complete the survey now (est. 10 minutes),France,paris,Hopital Bicetre,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,11953980437,Yes! I'd like to complete the survey now (est. 10 minutes),Turkey,Aydin Adnan Menderes University,"Adnan Menderes University, School of Medicine Department of Pediatric Endocrinology",Paediatric endocrinologist,NA,NA,NA,8,Personal estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Personal estimate,9.0-9.9% (74.9-85.7 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Personal estimate,30-40%,Personal estimate,30-40%,Personal estimate,0%,Personal estimate,0-10%,Personal estimate,10-20%,Personal estimate,0%,0%,0%,0%,0%,10%,80%,90%,10%,10%,10%,0%,0%,0%,NA,0%,10%,0%,10%,10%,10%,60%,10%,10%,40%,10%,10%,10%,10%,0%,0%,NA,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,In your region,NA,NA,NA,-,-,-,-,-,-,-,30,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,At your institution,In your region,At your institution,NA,NA,NA,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Every visit,Annually,Every visit,Less often,Every visit,Turkey,Turkey,TUR,UMIC,Middle East,Middle East and Africa,792,Middle income
online,11953720532,Yes! I'd like to complete the survey now (est. 10 minutes),France,Provence,Hospital timone Marseille,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,11953631031,Yes! I'd like to complete the survey now (est. 10 minutes),Turkey,Istanbul,Yeditepe University School of Medicine,Paediatric endocrinologist,NA,NA,NA,11,Clinical records,7.0-7.9% (53.0-63.8 mmol/mol),9.0-9.9% (74.9-85.7 mmol/mol),Clinical records,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Clinical records,30-40%,Clinical records,40-50%,Published study,0%,Clinical records,0%,Clinical records,NA,NA,NA,NA,NA,NA,70%,90%,NA,NA,NA,NA,NA,NA,30%,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60%,NA,10%,NA,30%,NA,NA,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,tl,none,none,1500-2000,800,NA,NA,0,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,At your institution,In your region,At your institution,NA,NA,NA,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Annually,Annually,Annually,Every two years,Annually,Turkey,Turkey,TUR,UMIC,Middle East,Middle East and Africa,792,Middle income
online,11953549528,Yes! I'd like to complete the survey now (est. 10 minutes),Argentina,Buenos Aires,"Austral hospital , Tigre  childrens hospital",Other (please specify),Pediatríc diabetologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-40%,Registry data,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,0%,NA,10%,NA,90%,NA,40%,NA,30%,NA,10%,NA,NA,0%,NA,0%,NA,10%,NA,10%,NA,60%,NA,40%,NA,10%,NA,0%,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,In your region,NA,NA,NA,In your region,NA,NA,NA,In your region,NA,NA,NA,Pesos argentinos,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argentina,Argentina,ARG,HIC,South America,Americas,32,High income
online,11953477589,Yes! I'd like to complete the survey now (est. 10 minutes),France,Normandie,CHU Charles Nicolle Rouen,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,11953417828,Yes! I'd like to complete the survey now (est. 10 minutes),France,Lorient in Britany,Lorient Public Hospital,Paediatric endocrinologist,NA,NA,NA,8,Registry data,Unknown,≥ 12% (≥ 107.7 mmol/mol),Personal estimate,NA,NA,NA,NA,NA,NA,NA,0%,Personal estimate,0%,Personal estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,11953348387,Yes! I'd like to complete the survey now (est. 10 minutes),Spain,canary islands,Complejo Hospitalario Universitario Insular Materno Infantil de Las Palmas de Gran Canaria,Paediatric endocrinologist,NA,NA,NA,10,Personal estimate,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Personal estimate,NA,NA,NA,20-30%,Registry data,NA,NA,0%,Personal estimate,0%,Personal estimate,NA,NA,0%,NA,0%,NA,0%,NA,90%,NA,10%,NA,10%,NA,10%,NA,"analog, 3+ injections, plus human short acting at night time (1-2% of our patients)",0%,NA,0%,NA,NA,NA,NA,NA,10%,NA,60%,NA,20%,NA,10%,NA,"most of our patients use either flash monitoring or continuous glucose monitoring, since they are covered by our health insurance. those patients who do not want to wear sensors (less than 10%) use strips. Most of those use 5 or more tests/day, but some use less. I cannot guess at the number of patiens using less than that",At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,Spain,Spain,ESP,HIC,Western Europe,Europe,724,High income
online,11953347145,Yes! I'd like to complete the survey now (est. 10 minutes),France,Occitanie,Centre Hospitalier de Perpignan,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,11953337157,Yes! I'd like to complete the survey now (est. 10 minutes),China,Gan su,The second Hospital of Lanzhou university,DOCTOR,NA,NA,NA,8,NA,NA,NA,NA,11.0-11.9% (96.7-107.6 mmol/mol),NA,NA,50-60%,NA,NA,NA,50-60%,NA,30-40%,NA,10-20%,NA,70%,NA,70%,NA,60%,NA,60%,NA,50%,NA,50%,NA,70%,NA,NA,70%,NA,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pumps,NA,NA,NA,25,NA,Seeing survey results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,China,CHN,UMIC,East Asia,Asia-Pacific,156,Middle income
online,11953275457,Yes! I'd like to complete the survey now (est. 10 minutes),France,"Besançon, Franche-Comté",CHU Minjoz,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,11953251756,Yes! I'd like to complete the survey now (est. 10 minutes),Turkey,Ankara,Gulhane Training and Research Hospital,Paediatric endocrinologist,NA,NA,NA,9,Clinical impression,8.0-8.9% (63.9-74.8 mmol/mol),9.0-9.9% (74.9-85.7 mmol/mol),Clinical records,9.0-9.9% (74.9-85.7 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Personal estimate,30-40%,Clinical impression,70-80%,Personal estimate,0%,Personal estimate,NA,NA,NA,NA,0%,0%,10%,10%,0%,0%,60%,80%,30%,20%,10%,10%,0%,0%,NA,0%,NA,0%,NA,0%,NA,0%,10%,80%,70%,10%,10%,10%,10%,0%,0%,NA,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,At your institution,In your region,NA,In your region,NA,NA,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Annually,Annually,Annually,Turkey,Turkey,TUR,UMIC,Middle East,Middle East and Africa,792,Middle income
online,11953227909,Yes! I'd like to complete the survey now (est. 10 minutes),Libya,Tripoli university hospital  paediatric department,Tripoli university hospital/ Aljesser private clinic,Paediatric endocrinologist,NA,NA,NA,8,NA,9.0-9.9% (74.9-85.7 mmol/mol),NA,NA,10.0-10.9% (85.8-96.6 mmol/mol),NA,NA,30-40%,NA,NA,NA,0-10%,NA,10-20%,NA,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Libya,Libya,LBY,UMIC,North Africa,Middle East and Africa,434,Middle income
